,Train/Test Split ID,classifier,params,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC Score
6,1,GB,{'n_estimators': 25},0.5,0.498307297596818,0.292871022589264,0.49713961758490954,0.3685970308947439,0.4979672435862914
0,1,GB,{'n_estimators': 50},0.01,0.7021147394149171,0.3338391502276176,0.011338452816574756,0.021932010766623468,0.5009455455956852
1,1,GB,{'n_estimators': 50},0.02,0.6976666514854792,0.30576631259484066,0.020769984023089213,0.038897736595724146,0.5005395069465537
2,1,GB,{'n_estimators': 50},0.05,0.6855824262573819,0.30145719489981787,0.05117765294026697,0.08750055073357713,0.5008298525525988
3,1,GB,{'n_estimators': 50},0.1,0.66350897967239,0.2903764420157863,0.09859300108230686,0.1472048016621138,0.4989930659194783
4,1,GB,{'n_estimators': 50},0.2,0.6235369130573394,0.2952561669829222,0.2004844611657991,0.23881146786174717,0.5003347673824176
5,1,GB,{'n_estimators': 50},0.3,0.5810144069469114,0.2926323246634956,0.2980466938102355,0.2953146942423081,0.4986080073165837
6,1,GB,{'n_estimators': 50},0.5,0.500250489593296,0.2948141850862278,0.500438076586095,0.3710426259576989,0.5003051190367851
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.01,0.7016896661656875,0.3125948406676783,0.010616914910065453,0.020536337354201975,0.5004341353408897
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.02,0.6979399128599839,0.3125948406676783,0.021233829820130907,0.03976642053954925,0.5008682706817793
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.05,0.6856735133822167,0.302367941712204,0.05133226820594754,0.08776490285059699,0.5009394404643408
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.1,0.6652396350442532,0.29902853673345475,0.10153069113023759,0.1515909353237659,0.5010752362425743
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.2,0.6247514080551381,0.298292220113852,0.20254599804153997,0.24126711277549265,0.5017959395389762
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.3,0.5838988325666834,0.29743953041190163,0.3029428438901201,0.300165964509128,0.5020782911884103
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.5,0.4990967193453872,0.2936604323536556,0.49847961655414114,0.36959055388906936,0.4989170054880545
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.01,0.7015074919160177,0.30349013657056145,0.010307684378704324,0.019938191606021335,0.5002149595174058
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.02,0.6972719406111946,0.2959028831562974,0.02009998453847343,0.03764297089908788,0.5000646259956721
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.05,0.6843072065096932,0.2887067395264117,0.04901303922073906,0.08379962109529893,0.49929562178821235
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.1,0.6640251400464544,0.29295689131754704,0.09946915425449673,0.14851294678927324,0.4996140640860157
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.2,0.6228993031834951,0.29366223908918404,0.19940215430603514,0.2375222542820308,0.49956765200022424
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.3,0.5818645534453705,0.2940491853051311,0.29948976962325413,0.2967445423209499,0.49963082782617474
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.5,0.4970928025990193,0.29165654602866165,0.4950780807091687,0.367068533980397,0.4965060714297328
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.01,0.7019325651652473,0.32473444613050073,0.011029222285213627,0.021333865018442828,0.5007263697722013
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.02,0.6978488257351491,0.3103186646433991,0.021079214554450342,0.03947685922494088,0.5007586827700374
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.05,0.6859771371316664,0.3054037644201579,0.05184765242488275,0.08864607657399656,0.5013047335034804
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.1,0.6652092726693082,0.29887674559805705,0.10147915270834407,0.1515139856104036,0.5010387069386603
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.2,0.6252979308041475,0.2996584440227704,0.20347368963562334,0.2423721529866781,0.5024534670094274
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.3,0.5858116621882163,0.3006274668555814,0.30618976446941193,0.3033831226860717,0.50437963733499
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.5,0.5028009290886734,0.29736458586349285,0.5047673040251508,0.3742524694778273,0.5033735805655581
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.01,0.7013556800412928,0.2959028831562974,0.010049992269236715,0.0194397368158708,0.5000323129978361
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.02,0.6973630277360295,0.29817905918057663,0.020254599804154,0.03793253221369625,0.500174213907414
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.05,0.6857038757571617,0.3026715239829994,0.051383806627841054,0.08785302022293695,0.5009759697682548
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.1,0.6644805756706289,0.29523375834851245,0.10024223058289955,0.14966719248970797,0.5001620036447252
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.2,0.6244174219307435,0.2974573055028463,0.20197907540071122,0.24059181042421265,0.5013941171959224
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.3,0.5841720939411881,0.2978949499038559,0.3034066896871618,0.30062555853440576,0.502407054923636
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.5,0.5018596954653793,0.296423366529026,0.5031696129464516,0.37306788436920846,0.5022411721442251
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.01,0.7013556800412928,0.2959028831562974,0.010049992269236715,0.0194397368158708,0.5000323129978361
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.02,0.6975148396107543,0.30197268588770865,0.020512291913621604,0.0384151344047102,0.5003568604269838
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.05,0.6866451093804558,0.31208257437765635,0.052981497706540225,0.09058465876547563,0.5021083781895875
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.1,0.6658468825431525,0.30206435944140864,0.10256145956810803,0.15312992959101226,0.5018058223208536
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.2,0.6247514080551381,0.298292220113852,0.20254599804153997,0.24126711277549265,0.5017959395389762
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.3,0.5846882543152525,0.2987551867219917,0.30428284285935164,0.3014936805821524,0.5030280530901734
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.5,0.502132956839884,0.29669662375516154,0.5036334587434933,0.37341179617493653,0.5025699358794509
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.01,0.7017200285406324,0.3141122913505311,0.010668453331958976,0.020636028312232078,0.5004706646448036
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.02,0.6972719406111946,0.2959028831562974,0.02009998453847343,0.03764297089908788,0.5000646259956721
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.05,0.6847930045088126,0.2935640558591378,0.04983765397103541,0.08520949905273825,0.4998800906508358
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.1,0.6631749935479954,0.2887067395264117,0.09802607844147812,0.1463583548151283,0.4985912435764247
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.2,0.6230814774331648,0.29411764705882354,0.19971138483739628,0.23789060101909265,0.4997868278237081
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.3,0.5826843375688846,0.2954154437809938,0.3008813070143792,0.29812332439678285,0.5006171190318518
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.5,0.5004023014680208,0.29496599465630313,0.5006957686955625,0.3712336880719922,0.500487765556355
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.01,0.7013860424162378,0.29742033383915023,0.010101530691130237,0.019539427773900907,0.5000688423017501
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.02,0.6971504911114147,0.2928679817905918,0.019893830850899345,0.03725688914627672,0.49991850878001626
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.05,0.6852484401329872,0.29811778992106863,0.05061073029943823,0.0865312596378376,0.5004280302095453
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.1,0.6642680390460142,0.2941712204007286,0.0998814616296449,0.14912854449617174,0.4999062985173274
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.2,0.6213204596863566,0.28971537001897535,0.19672215636757204,0.23432991589416174,0.49766812819669815
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.3,0.5795570129495529,0.29020342070640626,0.2955728495593465,0.29286352610749394,0.49685460072871335
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.5,0.4994003430948369,0.29396405149380617,0.49899500077307635,0.36997267811765605,0.49928229852719413
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.01,0.7010824186667881,0.2822458270106222,0.009586146472195021,0.01854251819359984,0.49970354926261035
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.02,0.6962699822380106,0.2708649468892261,0.01839921661598722,0.03445779643839583,0.4988591589665113
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.05,0.6841250322600234,0.28688524590163933,0.04870380868937793,0.08327091686125919,0.4990764459647285
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.1,0.6644198509207391,0.29493017607771704,0.1001391537391125,0.14951329306298333,0.5000889450368972
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.2,0.6225653170591003,0.2928273244781784,0.19883523166520642,0.2368469519307508,0.49916582965717066
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.3,0.5814698425710859,0.293391357150086,0.29881977013863836,0.2960806842844376,0.4991559468752932
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.5,0.49924853122011204,0.2938122419237309,0.4987373086636087,0.3697816160033627,0.49909965200762424
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.01,0.7017807532905224,0.3171471927162367,0.010771530175746018,0.020835410228292293,0.5005437232526315
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.02,0.6981524494845986,0.3179059180576631,0.02159459877338556,0.04044206360696878,0.5011239758091771
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.05,0.6868576460050705,0.31420765027322406,0.05334226665979488,0.09120148037185533,0.5023640833169853
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.1,0.6664237676671069,0.30494839101396476,0.10354068958408494,0.15459197414489634,0.5024998790952188
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.2,0.6271500356757905,0.3042884250474383,0.20661753337112818,0.24611701148013995,0.5046817545481792
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.3,0.5870868819359051,0.3027527578180346,0.30835437818893985,0.30552789480403425,0.5059138680993764
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.5,0.5045619468354815,0.29912557687636626,0.507756532494975,0.37646879000363015,0.505492280192568
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.01,0.7011127810417331,0.283763277693475,0.009637684894088543,0.018642209151629948,0.4997400785665243
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.02,0.6971504911114147,0.2928679817905918,0.019893830850899345,0.03725688914627672,0.49991850878001626
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.05,0.6853698896327671,0.29933211900425016,0.05081688398701232,0.08688372912719743,0.5005741474252011
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.1,0.6641465895462343,0.2935640558591378,0.09967530794207081,0.1488207456427225,0.4997601813016716
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.2,0.6242656100560185,0.29707779886148006,0.20172138329124362,0.24028485480999448,0.5012114706763526
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.3,0.5830183236932793,0.29597206760449346,0.30144822965520796,0.2986850504276778,0.5010189413749053
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.5,0.49976469159417647,0.2943283944619869,0.4996134618357986,0.3704312271919601,0.4997206501741617
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.01,0.7012949552914028,0.2928679817905918,0.009946915425449673,0.01924035489981059,0.49995925439000816
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.02,0.6972112158613046,0.2943854324734446,0.01999690769468639,0.03744993002268231,0.4999915673878442
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.05,0.6850359035083724,0.2959927140255009,0.05024996134618358,0.0859144380314579,0.5001723250821475
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.1,0.6648752865449136,0.29720704310868246,0.10091223006751533,0.1506675387634181,0.5006368845956066
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.2,0.624872857554918,0.29859582542694496,0.20275215172911407,0.2415126772668672,0.5019420567546319
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.3,0.5808625950721865,0.2923793138346321,0.29778900170076794,0.29505936422826506,0.49842536079701383
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.5,0.4987323708460476,0.29329608938547486,0.49786115549141885,0.36913200481476527,0.4984786538410869
0,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.01,0.7012342305415129,0.2898330804248862,0.00984383858166263,0.019040972983750373,0.4998861957821802
1,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.02,0.6974237524859195,0.29969650986342944,0.02035767664794104,0.038125573090101825,0.5002472725152419
2,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.05,0.6856127886323268,0.3017607771706132,0.05122919136216049,0.08758866810591709,0.5008663818565129
3,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.1,0.6649663736697484,0.2976624165148755,0.1010668453331959,0.15089838790350504,0.5007464725073486
4,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.2,0.6245995961804133,0.29791271347248577,0.20228830593207237,0.2409601571612745,0.5016132930194063
5,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.3,0.5833826721926189,0.29657929359376584,0.30206669071793024,0.2992978424613814,0.5014572930218729
6,1,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.5,0.5007666499673604,0.29533033762448385,0.5013142297582848,0.37169223714629623,0.5009261172033225
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.01,0.7013860424162378,0.29742033383915023,0.010101530691130237,0.019539427773900907,0.5000688423017501
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.02,0.6974541148608644,0.30045523520485584,0.020409215069834563,0.03822209352830462,0.5002838018191559
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.05,0.6846715550090328,0.2923497267759563,0.04963150028346132,0.08485702956337841,0.4997339734351799
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.1,0.6634178925475551,0.2899210686095932,0.0984383858166263,0.14697395252202688,0.49888347800773636
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.2,0.6218669824353661,0.29108159392789373,0.1976498479616554,0.23543495610534715,0.4983256556671494
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.3,0.5815609296959208,0.2935431636474041,0.2989743854043189,0.29623388229286357,0.4992655347870351
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.5,0.49815548572209317,0.29271921301918874,0.49688192547544197,0.36840596878045057,0.4977845970667216
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.01,0.7015074919160177,0.30349013657056145,0.010307684378704324,0.019938191606021335,0.5002149595174058
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.02,0.69687722973691,0.2860394537177542,0.01942998505385765,0.036388205202451625,0.49958974504479065
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.05,0.6843072065096932,0.2887067395264117,0.04901303922073906,0.08379962109529893,0.49929562178821235
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.1,0.6635697044222799,0.2906800242865817,0.0986960779260939,0.14735870108883845,0.49906612452730625
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.2,0.6216240834358063,0.2904743833017078,0.19723754058650725,0.23494382712259806,0.49803342123583777
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.3,0.5782817932018642,0.288078129743953,0.29340823583981857,0.29071875398953145,0.49532036996432693
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.5,0.4974875134733039,0.29205125091085743,0.49574808019378447,0.36756529547755984,0.49698095238061435
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.01,0.7011127810417331,0.283763277693475,0.009637684894088543,0.018642209151629948,0.4997400785665243
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.02,0.6973933901109745,0.29893778452200304,0.02030613822604752,0.038029052651899035,0.500210743211328
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.05,0.6850055411334275,0.2956891317547055,0.05019842292429006,0.08582632065911795,0.5001357957782335
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.1,0.6638733281717296,0.29219793564055857,0.09921146214502911,0.1481281982224616,0.4994314175664458
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.2,0.623870899181734,0.2960910815939279,0.20105138380662785,0.2394867702130272,0.5007365897254712
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.3,0.5835648464422887,0.296882906588402,0.30237592124929136,0.29960423847823314,0.5016764688453568
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.5,0.4997039668442866,0.29426767063395676,0.49951038499201156,0.37035480234624274,0.4996475915663337
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.01,0.7018414780404123,0.3201820940819423,0.010874607019533062,0.021034792144352506,0.5006167818604595
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.02,0.6975148396107543,0.30197268588770865,0.020512291913621604,0.0384151344047102,0.5003568604269838
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.05,0.6844893807593629,0.290528233151184,0.04932226975210019,0.08432832532933868,0.4995147976116962
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.1,0.6642376766710693,0.2940194292653309,0.09982992320775137,0.14905159478280944,0.4998697692134134
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.2,0.6232332893078897,0.29449715370018975,0.1999690769468639,0.23819755663331083,0.4999694743432778
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.3,0.5818341910704256,0.29399858313935834,0.2994382312013606,0.2966934763181412,0.49959429852226067
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.5,0.49924853122011204,0.2938122419237309,0.4987373086636087,0.3697816160033627,0.49909965200762424
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.01,0.701143143416678,0.2852807283763278,0.009689223315982065,0.018741900109660058,0.49977660787043826
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.02,0.6965736059874603,0.27845220030349016,0.018914600834922433,0.035423000820423725,0.4992244520056509
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.05,0.6850055411334275,0.2956891317547055,0.05019842292429006,0.08582632065911795,0.5001357957782335
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.1,0.6645413004205188,0.2955373406193078,0.1003453074266866,0.1498210919164326,0.5002350622525531
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.2,0.6224438675593205,0.2925237191650854,0.19862907797763232,0.23660138743937625,0.4990197124415148
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.3,0.5805589713227368,0.29187329217690516,0.29727361748183273,0.29454870420017876,0.49806006775787426
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.5,0.497396426348469,0.29196016516881224,0.4955934649281039,0.36745065820898376,0.4968713644688725
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.01,0.701203868166568,0.2883156297420334,0.009792300159769108,0.018941282025720266,0.49984966647826623
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.02,0.6976059267355893,0.30424886191198786,0.02066690717930217,0.03870469571931856,0.5004664483387257
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.05,0.6861289490063913,0.3069216757741348,0.05210534453435036,0.08908666343569636,0.5014873800230502
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.1,0.6653610845440331,0.2996357012750455,0.10173684481781167,0.15189873417721517,0.5012213534582302
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.2,0.6249335823048079,0.2987476280834915,0.2028552285729011,0.2416354595125545,0.5020151153624598
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.3,0.5822896266946,0.29475761562594877,0.30021130752976344,0.2974594663602706,0.5001422380809702
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.5,0.5008577370921954,0.29542142336652905,0.5014688450239654,0.37180687441487237,0.5010357051150645
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.01,0.7014771295410727,0.30197268588770865,0.010256145956810802,0.01983850064799123,0.500178430213492
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.02,0.6973630277360295,0.29817905918057663,0.020254599804154,0.03793253221369625,0.500174213907414
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.05,0.6850055411334275,0.2956891317547055,0.05019842292429006,0.08582632065911795,0.5001357957782335
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.1,0.6643287637959041,0.294474802671524,0.09998453847343194,0.14928244392289639,0.4999793571251553
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.2,0.6225045923092104,0.29267552182163187,0.19873215482141937,0.23672416968506355,0.49909277104934274
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.3,0.5835041216923987,0.29678170225685657,0.3022728444055043,0.2995021064726158,0.5016034102375287
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.5,0.5004933885928557,0.2950570803983483,0.5008503839612432,0.3713483253405682,0.5005973534680968
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.01,0.7011735057916231,0.2867981790591806,0.009740761737875586,0.01884159106769016,0.4998131371743522
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.02,0.6969683168617449,0.2883156297420334,0.019584600319538216,0.036677766517059986,0.4996993329565324
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.05,0.6851573530081523,0.29720704310868246,0.050456115033757666,0.08626690752081773,0.5003184422978033
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.1,0.6639340529216196,0.292501517911354,0.09931453898881616,0.14828209764918626,0.4995044761742738
4,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.2,0.6235369130573394,0.2952561669829222,0.2004844611657991,0.23881146786174717,0.5003347673824176
5,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.3,0.5816823791957006,0.29374557231049486,0.299180539091893,0.29643814630409804,0.49941165200269094
6,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.5,0.5005237509678007,0.2950874423123634,0.5009019223831366,0.3713865377634269,0.5006338827720107
0,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.01,0.7012645929164579,0.291350531107739,0.00989537700355615,0.01914066394178048,0.49992272508609414
1,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.02,0.6971808534863597,0.2936267071320182,0.019945369272792866,0.037353409584479504,0.4999550380839302
2,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.05,0.6850966282582623,0.2965998785670917,0.050353038189970625,0.08609067277613783,0.5002453836899754
3,1,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.1,0.6646020251704088,0.2958409228901032,0.10044838427047363,0.14997499134315725,0.5003081208603809
