,Train/Test Split ID,classifier,params,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC Score
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.5,0.49901612739628765,0.28106298813267067,0.4982558348617255,0.35939404944100023,0.49878532104472484
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.01,0.7135510700882443,0.2799188640973631,0.009925558312655087,0.019171326364046816,0.49994745061698903
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.02,0.7092910031443351,0.2834685598377282,0.020102851799906497,0.037543235165720806,0.5000702157223682
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.05,0.695922507353687,0.2797160243407708,0.04959182939547596,0.0842471820875462,0.49971220815803213
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.1,0.6743077391216148,0.28177299928998883,0.09990290214694142,0.1475070355227526,0.49993237869733514
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.2,0.6315954965006593,0.28410589309260575,0.20146006401265867,0.23574960547080484,0.5010168240326633
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.3,0.5870777969368091,0.28187442945532,0.2998165929442227,0.290568799665412,0.4998722708727443
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 10}",0.5,0.5000710011157318,0.2821178618521148,0.5001258675872982,0.3607429119867189,0.5000876572441951
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.01,0.7134090678567806,0.27281947261663286,0.009673823138058762,0.018685097072205052,0.49977213612859883
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.02,0.7087838523176793,0.27079107505070993,0.019203797604919623,0.03586419960374761,0.4994440925495459
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.05,0.6956385028907597,0.2768762677484787,0.04908835904628331,0.08339188074655587,0.4993615791812517
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.1,0.674591743584542,0.28319302160462523,0.10040637249613407,0.14825041151170817,0.5002830076741157
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.2,0.6323663657571762,0.28603306623389796,0.20282662638903873,0.2373487638085218,0.5019685312553532
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.3,0.5882543868546506,0.28383541265172263,0.30190239867659224,0.2925902690645476,0.501324876633692
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 50}",0.5,0.5013490211989046,0.28339588193528753,0.5023914841586651,0.36237711084018576,0.5016654876397072
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.01,0.7140379348818339,0.30425963488843816,0.010788650339842486,0.020838398221790018,0.5005485288628985
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.02,0.7100415863677858,0.3022312373225152,0.02143345200848707,0.04002820779744115,0.5009968780181452
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.05,0.6965513743787403,0.28600405679513186,0.05070665659725968,0.08614106362831046,0.5004886008923316
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.1,0.674328025154681,0.28187442945532,0.09993886431474089,0.147560133807678,0.4999574236242481
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.2,0.6305811948473476,0.2815701389593265,0.19966195562268493,0.23364544976328244,0.49976457768701876
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.3,0.5870169388376103,0.28177299928998883,0.29970870644082426,0.29046424090338774,0.4997971360920056
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 1, 'n_estimators': 100}",0.5,0.5001115731818643,0.2821584339182473,0.5001977919228972,0.3607947913154004,0.5001377470980208
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.01,0.7133684957906481,0.27079107505070993,0.009601898802459811,0.018546174417393115,0.49972204627477296
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.02,0.7091287148798052,0.27941176470588236,0.019815154457510697,0.03700594378588939,0.4998698563070651
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.05,0.6963485140480778,0.2839756592292089,0.050347034919264934,0.08553013409903167,0.5002381516232028
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.1,0.6739020184602901,0.2797443959833655,0.09918365879095192,0.14644506982424468,0.49943148015907746
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.2,0.6301754741860229,0.2805558373060148,0.19894271226669544,0.23280378748027356,0.49926367914876096
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.3,0.5872197991682726,0.2821110998410927,0.300068328118819,0.29081277011013523,0.5000475853611345
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 10}",0.5,0.4972512425195253,0.2792981032559083,0.4951271262631711,0.3571372986433556,0.49660641240330333
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.01,0.714139365047165,0.3093306288032454,0.01096846117883986,0.02118570485881985,0.5006737534974629
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.02,0.7098184400040572,0.29665314401622717,0.021037868162692847,0.039289432150172936,0.5007213838221033
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.05,0.6964499442134091,0.28498985801217036,0.05052684575826231,0.08583559886367106,0.5003633762577673
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.1,0.6741048787909524,0.28075869763667716,0.09954328046894667,0.14697605267349864,0.4996819294282063
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.2,0.6317374987321229,0.28446089867126484,0.20171179918725501,0.23604418726985796,0.5011921385210536
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.3,0.5878892382594584,0.2832268316597356,0.3012550796562017,0.291962916492402,0.5008740679492598
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.5,0.500699868140785,0.28274672887716806,0.5012406947890818,0.3615470415812819,0.5008640499784948
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.01,0.7126584846333299,0.23529411764705882,0.00834322292947819,0.016115027958184282,0.49884547383282185
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.02,0.7085404199208845,0.2647058823529412,0.018772251591325926,0.03505826253400047,0.49914355342659134
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.05,0.6949487777665078,0.2699797160243408,0.04786564534110116,0.08131472034700797,0.4985100516662134
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.1,0.6726037123440511,0.2732528654021706,0.09688208005178552,0.14304677958901926,0.4978286048366524
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.2,0.6296886093924333,0.27933867532204076,0.19807962023950804,0.2317937927406628,0.4986626009028517
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.3,0.586388071812557,0.2807248875815668,0.2985938792390405,0.2893838003624704,0.499020743357706
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.5,0.49962470838827466,0.2816715691246577,0.4993346998957097,0.36017223937122256,0.49953666885211157
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.01,0.7130033471954559,0.2525354969574036,0.008954579782069262,0.017295870524085714,0.49927123759034103
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.02,0.7081346992595597,0.25456389452332656,0.018053008235336426,0.033715034084421905,0.49864265488833354
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.05,0.6950096358657064,0.27058823529411763,0.04797353184449959,0.08149799920579161,0.49858518644695204
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.1,0.6736180139973628,0.2783243736687291,0.09868018844175927,0.1457016938352891,0.4990808511822969
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.2,0.6319403590627852,0.2849680494979207,0.20207142086524976,0.23646501841136247,0.5014425877901825
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.3,0.5873212293336039,0.2822801501166447,0.3002481389578164,0.290987034713509,0.5001728099956989
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 10}",0.5,0.49881326706562534,0.2808601278020083,0.49789621318373073,0.3591346527975928,0.49853487177559597
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.01,0.7130236332285221,0.2535496957403651,0.008990541949868739,0.01736533185149168,0.4992962825172539
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.02,0.7084795618216858,0.263184584178499,0.0186643650879275,0.034856778266563686,0.4990684186458526
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.05,0.6954356425600974,0.2748478701825558,0.04872873736828856,0.08278095121727708,0.49911112991212275
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.1,0.6738208743280252,0.27933867532204076,0.09903981011975402,0.1462326766845431,0.4993313004514258
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.2,0.6291206004665788,0.2779186530074044,0.19707267954112273,0.2306154655444503,0.4979613429492908
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.3,0.5851911958616492,0.27873009433005375,0.2964721113388715,0.28732747804266,0.4975430926698455
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.5,0.49883355309869154,0.28088041383507456,0.49793217535153017,0.3591605924619336,0.4985599167025088
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.01,0.7134293538898469,0.2738336713995943,0.009709785305858237,0.018754558399611015,0.4997971810555117
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.02,0.7085201338878182,0.26419878296146043,0.01873628942352645,0.03499110111152154,0.49911850849967837
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.05,0.694969063799574,0.2701825557809331,0.047901607508900636,0.08137581329993585,0.49853509659312634
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.1,0.6736991581296278,0.27873009433005375,0.09882403711295717,0.1459140869749907,0.4991810308899485
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.2,0.6298711836900294,0.27979511106603105,0.19840327974970332,0.23217254076801686,0.4988880052450677
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.3,0.586814078506948,0.28143489873888494,0.2993490847628295,0.2901157116966402,0.49954668682287673
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.5,0.49917841566081755,0.2812252763972005,0.4985435322041213,0.35960156675572613,0.498985680460028
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.01,0.7130439192615884,0.25456389452332656,0.009026504117668213,0.01743479317889765,0.49932132744416674
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.02,0.7084389897555533,0.26217038539553755,0.018592440752328552,0.034722455421605826,0.49901832879202684
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.05,0.6956993609899584,0.2774847870182556,0.04919624554968174,0.08357515960533954,0.4994367139619903
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.1,0.6729485749061771,0.2749771782128005,0.09749343690437659,0.14394945043275104,0.4982543685941715
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.2,0.6295060350948372,0.27888223957805053,0.19775596072931276,0.23141504471330882,0.49843719656063556
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.3,0.5860432092504311,0.28015011664469014,0.29798252238644946,0.28879130071099957,0.49859497960018684
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 10}",0.5,0.4985495486357643,0.2805964093721473,0.49742870500233755,0.3587974371611632,0.4982092877257283
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.01,0.7135510700882443,0.2799188640973631,0.009925558312655087,0.019171326364046816,0.49994745061698903
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.02,0.709189572979004,0.28093306288032455,0.019923040960909123,0.037207428053326164,0.4999449910878037
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.05,0.6966528045440714,0.2870182555780933,0.050886467436257056,0.08644652839294988,0.5006138255268962
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.1,0.6749771782128005,0.28512019474591743,0.10108965368432409,0.1492592789252907,0.5007588612854605
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.2,0.6310883456740034,0.28283801602596614,0.2005610098176718,0.23469752761704368,0.500390700859841
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.3,0.5884775332183791,0.2842073232579369,0.30229798252238643,0.2929736511919699,0.5016003708297336
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50}",0.5,0.49938127599147986,0.2814281367278629,0.49890315388211603,0.35986096339913365,0.4992361297291569
0,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.01,0.7135916421543768,0.281947261663286,0.009997482648254037,0.01931024901885875,0.4999975404708148
1,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.02,0.7088649964499442,0.27281947261663286,0.019347646276117524,0.03613284529366332,0.49954427225719755
2,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.05,0.6964499442134091,0.28498985801217036,0.05052684575826231,0.08583559886367106,0.5003633762577673
3,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.1,0.6740034486256212,0.2802515468100213,0.0993634696299493,0.14671056124887166,0.49955670479364184
4,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.2,0.6324069378233087,0.2861344963992291,0.2028985507246377,0.23743293003682273,0.5020186211091789
5,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.3,0.5884775332183791,0.2842073232579369,0.30229798252238643,0.2929736511919699,0.5016003708297336
6,0,RandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 100}",0.5,0.5023227507860838,0.28436961152246676,0.5041176682130398,0.3636222147285414,0.502867644131526
0,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.01,0.7015074919160177,0.30349013657056145,0.010307684378704324,0.019938191606021335,0.5002149595174058
1,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.02,0.6975148396107543,0.30197268588770865,0.020512291913621604,0.0384151344047102,0.5003568604269838
2,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.05,0.6860682242565014,0.306314511232544,0.05200226769056331,0.08891042869101642,0.5014143214152224
3,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.1,0.6659986944178774,0.3028233151183971,0.10281915167757563,0.15351467815782388,0.5019884688404234
4,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.2,0.6240227110564588,0.2964705882352941,0.20130907591609545,0.23979372582724537,0.5009192362450409
5,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.3,0.5810751316968014,0.292733528995041,0.2981497706540226,0.2954168262479255,0.49868106592441164
6,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 1}",0.5,0.5014649845910947,0.2960286616468302,0.5024996134618358,0.3725711228720457,0.5017662911933436
0,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.01,0.7017200285406324,0.3141122913505311,0.010668453331958976,0.020636028312232078,0.5004706646448036
1,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.02,0.6979399128599839,0.3125948406676783,0.021233829820130907,0.03976642053954925,0.5008682706817793
2,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.05,0.685400252007712,0.2996357012750455,0.050868422408905836,0.08697184649953739,0.500610676729115
3,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.1,0.6653610845440331,0.2996357012750455,0.10173684481781167,0.15189873417721517,0.5012213534582302
4,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.2,0.6226260418089903,0.29297912713472485,0.19893830850899347,0.2369697341764381,0.4992388882649986
5,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.3,0.5820467276950403,0.29435279829976724,0.29979900015461525,0.2970509383378016,0.4998500036496585
6,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 3}",0.5,0.49921816884516707,0.29378188000971583,0.4986857702417152,0.369743403580504,0.4990631227037103
0,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.01,0.7012645929164579,0.291350531107739,0.00989537700355615,0.01914066394178048,0.49992272508609414
1,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.02,0.6971201287364698,0.2921092564491654,0.019842292429005825,0.03716036870807394,0.4998819794761023
2,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.05,0.6854913391325469,0.3005464480874317,0.0510230376745864,0.08723619861655725,0.500720264640857
3,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.1,0.6646323875453538,0.2959927140255009,0.10049992269236716,0.15005194105651956,0.500344650164295
4,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.2,0.6232029269329447,0.2944212523719165,0.19991753852497038,0.23813616551046718,0.49993294503936386
5,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.3,0.5817734663205356,0.29389737880781297,0.2993351543575736,0.29659134431252393,0.49952123991443276
6,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 5}",0.5,0.4999165034689013,0.29448020403206215,0.4998711539452662,0.3706222893062534,0.4999032966937315
0,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.01,0.7011735057916231,0.2867981790591806,0.009740761737875586,0.01884159106769016,0.4998131371743522
1,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.02,0.6966343307373503,0.27996965098634297,0.019017677678709478,0.035616041696829304,0.4992975106134788
2,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.05,0.6841857570099134,0.2874924104432301,0.04880688553316497,0.0834471516059391,0.49914950457255647
3,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.1,0.6639644152965645,0.2926533090467517,0.09936607741070969,0.14835904736254857,0.49954100547818775
4,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.2,0.6243263348059085,0.2972296015180266,0.20182446013503066,0.24040763705568177,0.5012845292841805
5,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.3,0.5830183236932793,0.29597206760449346,0.30144822965520796,0.2986850504276778,0.5010189413749053
6,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 10}",0.5,0.4970624402240743,0.2916261841146466,0.49502654228727516,0.36703032155753834,0.49646954212581884
0,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.01,0.7014771295410727,0.30197268588770865,0.010256145956810802,0.01983850064799123,0.500178430213492
1,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.02,0.6973023029861396,0.2966616084977238,0.020151522960366954,0.037739491337290675,0.5001011552995861
2,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.05,0.6855520638824368,0.30115361262902246,0.05112611451837345,0.08741243336123716,0.5007933232486849
3,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.1,0.6653003597941431,0.29933211900425016,0.10163376797402464,0.15174483475049055,0.5011482948504021
4,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.2,0.6248424951799729,0.29851992409867173,0.20270061330722053,0.24145128614402359,0.5019055274507179
5,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.3,0.5835952088172337,0.2969335087541747,0.3024274596711849,0.2996553044810418,0.5017129981492706
6,1,DecisionTree,"{'criterion': 'gini', 'max_depth': 15}",0.5,0.5013738974662598,0.29593757590478503,0.5023449981961552,0.37245648560346967,0.5016567032816017
0,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.01,0.7016896661656875,0.3125948406676783,0.010616914910065453,0.020536337354201975,0.5004341353408897
1,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.02,0.6980309999848188,0.3148710166919575,0.02138844508581147,0.04005598185415762,0.5009778585935212
2,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.05,0.6866147470055107,0.31177899210686094,0.0529299592846467,0.09049654139313565,0.5020718488856736
3,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.1,0.6659076072930424,0.302367941712204,0.10266453641189507,0.1532838290177369,0.5018788809286815
4,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.2,0.6241745229311837,0.29685009487666036,0.20156676802556306,0.24010068144146357,0.5011018827646108
5,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.3,0.581348393071306,0.2931889484869952,0.29861361645106427,0.2958764202732031,0.4990098296596373
6,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 1}",0.5,0.49921816884516707,0.29378188000971583,0.4986857702417152,0.369743403580504,0.4990631227037103
0,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.01,0.7012949552914028,0.2928679817905918,0.009946915425449673,0.01924035489981059,0.49995925439000816
1,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.02,0.6976362891105342,0.30500758725341426,0.020718445601195692,0.03880121615752136,0.5005029776426396
2,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.05,0.6860985866314463,0.3066180935033394,0.05205380611245684,0.08899854606335639,0.5014508507191363
3,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.1,0.6651485479194182,0.2985731633272617,0.10137607586455703,0.15136008618367897,0.5009656483308323
4,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.2,0.624812132805028,0.2984440227703985,0.20264907488532702,0.24138989502117994,0.501868998146804
5,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.3,0.5836862959420686,0.2970853152514928,0.30258207493686545,0.29980850248946767,0.5018225860610126
6,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 3}",0.5,0.5027098419638384,0.29727350012144765,0.5046126887594702,0.37413783220925123,0.5032639926538162
0,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.01,0.7012949552914028,0.2928679817905918,0.009946915425449673,0.01924035489981059,0.49995925439000816
1,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.02,0.6972112158613046,0.2943854324734446,0.01999690769468639,0.03744993002268231,0.4999915673878442
2,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.05,0.6859771371316664,0.3054037644201579,0.05184765242488275,0.08864607657399656,0.5013047335034804
3,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.1,0.6655736211686478,0.3006982392228294,0.10209761377106633,0.1524373821707514,0.5014770585856279
4,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.2,0.6245995961804133,0.29791271347248577,0.20228830593207237,0.2409601571612745,0.5016132930194063
5,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.3,0.5830790484431693,0.2960732719360389,0.301551306498995,0.29878718243329505,0.5010919999827332
6,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 5}",0.5,0.5006452004675805,0.2952088899684236,0.5011080760707107,0.3715393874548616,0.5007799999876666
0,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.01,0.7013253176663479,0.2943854324734446,0.009998453847343195,0.019340045857840694,0.4999957836939221
1,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.02,0.6966950554872402,0.28148710166919577,0.019120754522496522,0.03580908257323488,0.4993705692213068
2,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.05,0.6840339451351884,0.2859744990892532,0.048549193423697366,0.08300656474423934,0.49896685805298674
3,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.1,0.6639036905466745,0.2923497267759563,0.09926300056692264,0.14820514793582393,0.49946794687035984
4,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.2,0.6229903903083299,0.2938899430740038,0.19955676957171573,0.23770642765056174,0.49967723991196616
5,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.3,0.5822896266946,0.29475761562594877,0.30021130752976344,0.2974594663602706,0.5001422380809702
6,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 10}",0.5,0.4994914302196718,0.29405513723585136,0.4991496160387569,0.3700873153862321,0.49939188643893595
0,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.01,0.7015074919160177,0.30349013657056145,0.010307684378704324,0.019938191606021335,0.5002149595174058
1,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.02,0.6972415782362497,0.295144157814871,0.02004844611657991,0.03754645046088509,0.5000280966917582
2,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.05,0.6861896737562813,0.3075288403157256,0.0522084213781374,0.08926289818037626,0.5015604386308781
3,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.1,0.6641162271712894,0.29341226472374016,0.09962376952017729,0.14874379592936018,0.49972365199775753
4,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.2,0.6222616933096506,0.2920683111954459,0.1983198474462712,0.23623304070231443,0.49880053661803103
5,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.3,0.5808625950721865,0.2923793138346321,0.29778900170076794,0.29505936422826506,0.49842536079701383
6,1,DecisionTree,"{'criterion': 'entropy', 'max_depth': 15}",0.5,0.5004326638429658,0.2949963565703182,0.5007473071174561,0.37127190049485087,0.5005242948602688
0,1,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.01,0.7018111156654674,0.3186646433990895,0.01082306859763954,0.020935101186322403,0.5005802525565455
